species,location,habitat,id,bagging,rinsing,bagging.date,bagging.hour,collection.date,collection.hour,year,temp,hum,plant.no,flower.no,flower.age,flower.sex,sugar in micrograms/flower/24h,sugarmax in micrograms/flower/24h
Hyacinthoides non-scripta,ashton court-nature reserve,grassland-woodland,2012-Hyacinthoides non-scripta-ashton court-nature reserve-bag-17,bag,N,15/05/2012,11:30,16/05/2012,12:00,2012,10,66,3,17,m,h,63.66505108,63.66505108
Hyacinthoides non-scripta,ashton court-nature reserve,grassland-woodland,2012-Hyacinthoides non-scripta-ashton court-nature reserve-bag-18,bag,N,15/05/2012,11:30,16/05/2012,12:00,2012,10,66,4,18,m,h,19.85063737,19.85063737
Hyacinthoides non-scripta,ashton court-nature reserve,grassland-woodland,2012-Hyacinthoides non-scripta-ashton court-nature reserve-bag-19,bag,N,15/05/2012,11:30,16/05/2012,12:00,2012,10,66,4,19,m,h,125.7279109,125.7279109
Hyacinthoides non-scripta,ashton court-nature reserve,grassland-woodland,2012-Hyacinthoides non-scripta-ashton court-nature reserve-bag-20,bag,N,15/05/2012,11:30,16/05/2012,12:00,2012,10,66,5,20,m,h,210.783814,210.783814
Hyacinthoides non-scripta,ashton court-nature reserve,grassland-woodland,2012-Hyacinthoides non-scripta-ashton court-nature reserve-bag-21,bag,N,15/05/2012,11:30,16/05/2012,12:00,2012,10,66,5,21,o,h,13.28950733,13.28950733
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-1,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,1,1,m,h,133.3073672,133.3073672
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-10,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,5,10,y,h,70.15325568,70.15325568
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-2,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,1,2,y,h,1.723439513,1.723439513
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-3,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,2,3,m,h,39.92549898,39.92549898
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-4,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,2,4,m,h,10.97371384,10.97371384
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-5,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,3,5,y,h,9.151677086,9.151677086
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-6,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,3,6,m,h,30.82889175,30.82889175
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-7,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,4,7,y,h,52.56625048,52.56625048
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-8,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,4,8,m,h,97.77578198,97.77578198
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-bag-9,bag,N,11/4/12,11:00,12/4/12,11:00,2012,15,51,5,9,m,h,4.044030383,4.044030383
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-23,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,1,23,m,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-24,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,1,24,m,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-25,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,1,25,m,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-26,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,1,26,m,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-27,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,2,27,m,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-28,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,2,28,m,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-29,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,3,29,o,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-30,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,3,30,o,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-31,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,3,31,o,h,0,0
Hyacinthoides non-scripta,brandon hill,grassland,2012-Hyacinthoides non-scripta-brandon hill-unbagged-32,unbagged,N,NA,NA,12/4/12,12:00,2012,17,47,3,32,m,h,0,0
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-12,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,1,12,m,h,603.4423568,603.4423568
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-13,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,1,13,m,h,154.8573709,154.8573709
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-14,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,2,14,m,h,19.11892126,19.11892126
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-15,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,2,15,m,h,329.5465648,329.5465648
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-16,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,3,16,o,h,41.42225246,41.42225246
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-17,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,3,17,m,h,174.1142514,174.1142514
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-18,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,4,18,y,h,0,0
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-19,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,4,19,m,h,28.17208098,28.17208098
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-20,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,5,20,o,h,12.08580654,12.08580654
Hyacinthoides non-scripta,north road-leigh woods,hedgerow,2012-Hyacinthoides non-scripta-north road-leigh woods-bag-21,bag,N,26/04/2012,12:00,27/04/2012,13:00,2012,17,50,5,21,m,h,427.0794379,427.0794379
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-1,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,1,1,o,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-10,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,5,10,m,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-2,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,1,2,m,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-3,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,2,3,o,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-4,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,2,4,o,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-5,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,3,5,m,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-6,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,3,6,m,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-7,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,4,7,m,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-8,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,4,8,o,h,0,0
Hypericum pulchrum,troopers hill,grassland-nature reserve,2011-Hypericum pulchrum-troopers hill-bag-9,bag,Y,26/07/2011,9:00,27/07/2011,10:30,2011,25,98,5,9,o,h,0,0
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-12,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,1,12,o,h,0,0
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-13,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,1,13,o,h,0,0
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-14,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,2,14,m,m,18.56207173,20.0726315
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-15,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,2,15,m,m,18.59320696,20.130314
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-16,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,3,16,m,h,27.416294,30.311904
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-17,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,3,17,m,m,23.59321075,25.0955295
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-18,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,4,18,m,h,12.56314693,15.030506
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-19,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,4,19,m,h,8.835030069,10.026702
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-20,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,5,20,m,h,32.43056254,35.237997
Hypochaeris radicata,ashton court,grassland-nature reserve,2011-Hypochaeris radicata-ashton court-bag-21,bag,Y,22/06/2011,13:00,23/06/2011,11:55,2011,20,66,5,21,o,h,9.046455734,10.026702
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-1,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,1,1,m,h,9.321949783,10.026702
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-10,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,5,10,y,h,0,0
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-2,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,1,2,m,h,0,0
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-3,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,2,3,o,h,29.14010196,30.311904
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-4,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,2,4,m,h,23.87734917,25.134118
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-5,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,3,5,m,h,0,0
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-6,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,3,6,y,h,14.19262092,15.0688275
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-7,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,4,7,m,h,39.00408079,40.57254
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-8,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,4,8,o,h,17.77641786,20.130314
Hypochaeris radicata,brandon hill,grassland-nature reserve,2011-Hypochaeris radicata-brandon hill-bag-9,bag,Y,6/6/11,11:30,7/6/11,15:45,2011,16,67,5,9,m,h,4.794379615,5.003804
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-1,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,1,1,m,m,10800.15781,10800.15781
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-10,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,5,10,m,f,14711.39005,14711.39005
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-2,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,1,2,m,m,2870.57824,2870.57824
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-3,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,2,3,y,m,585.5713898,585.5713898
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-4,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,2,4,m,m,9111.423552,9111.423552
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-5,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,3,5,m,f,12840.58657,12840.58657
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-6,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,3,6,m,m,13439.68284,13439.68284
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-7,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,4,7,m,m,7652.408689,7652.408689
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-8,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,4,8,m,m,10230.86058,10230.86058
Impatiens glandulifera,ashton court,woodland-carpark,2011-Impatiens glandulifera-ashton court-bag-9,bag,N,29/06/2011,12:00,30/06/2011,12:00,2011,19,59,5,9,o,m,13100.51987,13100.51987
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-12,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,1,12,m,m,3158.242586,3158.242586
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-13,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,1,13,m,m,5084.491555,5084.491555
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-14,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,2,14,m,m,1137.195568,1137.195568
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-15,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,2,15,m,m,5448.597599,5448.597599
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-16,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,3,16,o,m,8667.975556,8667.975556
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-17,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,4,17,y,m,3047.423848,3047.423848
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-18,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,4,18,m,m,6408.941077,6408.941077
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-19,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,5,19,m,m,7713.368626,7713.368626
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-20,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,5,20,o,f,11390.67616,11390.67616
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-bag-21,bag,N,14/08/2011,12:30,15/08/2011,11:00,2011,22,60,6,21,m,m,5956.775646,5956.775646
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-23,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,1,23,m,f,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-24,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,1,24,y,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-25,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,2,25,m,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-26,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,2,26,y,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-27,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,3,27,m,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-28,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,3,28,y,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-29,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,4,29,m,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-30,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,4,30,m,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-31,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,5,31,m,m,0,0
Impatiens glandulifera,river frome,wetland,2011-Impatiens glandulifera-river frome-unbagged-32,unbagged,N,NA,NA,15/08/2011,14:30,2011,23,53,5,32,y,m,0,0
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-12,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,1,12,m,h,582.9307147,582.9307147
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-13,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,2,13,o,h,80.84314738,80.84314738
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-14,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,3,14,m,h,2025.644632,2025.644632
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-15,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,3,15,m,h,379.1523307,379.1523307
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-16,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,4,16,m,h,1611.124853,1611.124853
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-17,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,4,17,m,h,2039.341676,2039.341676
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-18,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,5,18,o,h,208.6310004,208.6310004
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-19,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,5,19,m,h,2149.851761,2149.851761
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-20,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,6,20,o,h,28.84790586,28.84790586
Iris pseudacorus,brandon hill,pond,2012-Iris pseudacorus-brandon hill-bag-21,bag,N,11/6/12,16:30,12/6/12,14:10,2012,14,33,7,21,m,h,2720.665616,2720.665616
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-1,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,1,1,m,h,1346.350705,1346.350705
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-10,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,9,10,o,h,0,0
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-2,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,2,2,o,h,91.93221644,91.93221644
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-3,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,3,3,m,h,5607.776016,5607.776016
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-4,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,4,4,m,h,4456.187688,4456.187688
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-5,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,5,5,m,h,3442.523147,3442.523147
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-6,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,6,6,o,h,15.0302972,15.0302972
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-7,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,6,7,m,h,3331.921837,3331.921837
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-8,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,7,8,m,h,2445.757959,2445.757959
Iris pseudacorus,leigh woods,wetland,2012-Iris pseudacorus-leigh woods-bag-9,bag,N,12/5/12,11:30,13/05/2012,NA,2012,14,34,8,9,m,h,2660.172827,2660.172827
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-23,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,1,23,m,h,11650.68786,11650.68786
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-24,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,2,24,m,h,8251.901511,8251.901511
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-25,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,2,25,m,h,11649.92573,11649.92573
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-26,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,3,26,o,h,2521.490743,2521.490743
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-27,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,4,27,m,h,4784.621089,4784.621089
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-28,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,5,28,m,h,879.556922,879.556922
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-29,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,5,29,m,h,9234.936091,9234.936091
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-30,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,6,30,m,h,8351.040083,8351.040083
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-31,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,6,31,o,h,1769.812254,1769.812254
Iris pseudacorus,royate fort gardens-university,pond,2012-Iris pseudacorus-royate fort gardens-university-bag-32,bag,N,13/06/2012,10:00,14/06/2012,11:00,2012,9,32,7,32,m,h,8057.264894,8057.264894
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-12,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,1,12,m,f,155.400898,155.400898
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-13,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,1,13,m,f,107.610446,107.610446
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-14,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,2,14,y,f,83.30628292,83.30628292
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-15,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,2,15,m,f,24.32752627,24.32752627
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-16,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,3,16,m,h,191.0006856,191.0006856
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-17,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,3,17,m,h,103.416832,103.416832
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-18,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,4,18,m,h,110.3974702,110.3974702
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-19,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,4,19,m,h,120.5899312,120.5899312
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-20,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,5,20,m,h,102.652148,102.652148
Knautia arvensis,ashton court,grassland-nature reserve,2011-Knautia arvensis-ashton court-bag-21,bag,N,1/8/11,11:00,2/8/11,12:45,2011,25,67,5,21,m,h,87.66221291,87.66221291
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-1,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,1,1,o,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-10,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,5,10,m,h,263.747314,263.747314
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-2,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,1,2,o,h,225.1282561,225.1282561
